conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/901297b8-9f66-431b-a6ab-bc2235acf056,kapotte apparaten ophalen,released,skill/competence,occupation-specific,kapotte toestellen ophalen | kapotte toestellen inzamelen | kapotte apparaten inzamelen,"Producten verzamelen of ontvangen die niet langer functioneel zijn en die niet kunnen worden gerepareerd van huishoudens, organisaties of inzamelingsinrichtingen zodat zij kunnen worden gesorteerd voor verwijdering of recycling.",http://data.europa.eu/esco/skill/485b2e3b-f883-46d8-901f-ab521d4f8e58,sorteren van materialen of producten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/907039e2-5b33-4ea5-96ca-b6082711b491,gevaren van gevaarlijke goederen herkennen,released,skill/competence,sector-specific,,"Zich bewust zijn van de gevaren van potentieel gevaarlijke goederen zoals vervuilende, giftige, corrosieve of explosieve materialen.",http://data.europa.eu/esco/skill/5b0d14b1-0bf6-4f6b-b922-4becc213f0aa | http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,gevaarlijke goederen vervoeren | naleven van gezondheids- en veiligheidsprocedures
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/90d04cf8-dcc1-45cf-93e1-a2eba80aed6f,hybridevoertuigarchitectuur,released,knowledge,sector-specific,,"Naamgeving, classificatie en architecturen van hybride voertuigen, met inbegrip van overwegingen op het gebied van efficiëntie. Voor- en nadelen van in serie geschakelde en parallel geschakelde oplossingen en oplossingen met gesplitst vermogen.
	",http://data.europa.eu/esco/isced-f/0714,elektronica en automatisering
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/91a6da8d-24dc-4453-9821-de305864677c,bodemkunde,released,knowledge,cross-sector,,"Wetenschapsgebied dat de bodem als natuurlijke hulpbron, de kenmerken, de samenstelling en de classificatie van de natuurlijke hulpbronnen bestudeert. Ook wordt gekeken naar het fysische, biologische en chemische potentieel van de bodem.",http://data.europa.eu/esco/skill/944e06e8-7b12-4064-9e72-d80cd6d0cbba | http://data.europa.eu/esco/isced-f/0532,aardwetenschappen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9263f0d8-7266-4782-b0ee-38f62656e97e,duurzame binnenhuisinrichting promoten,released,skill/competence,cross-sector,duurzame interieurinrichting promoten,Een milieuvriendelijke binnenhuisinrichting ontwikkelen en het gebruik van kosteneffectieve en hernieuwbare materialen bevorderen.,http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d | http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4,duurzaamheid promoten | ontwerpen van structuren en faciliteiten | manieren vinden om de negatieve gevolgen van consumptie te verminderen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9349f502-9c11-476c-957d-2e016790a2ee,afvalbeheerprocedures coördineren,released,skill/competence,sector-specific,,"De activiteiten coördineren van een faciliteit of een organisatie die zich bezighoudt met het beheer van afvalstoffen, zoals inzameling, sortering, recycling en verwijdering van afval, teneinde een optimale efficiëntie van de activiteiten te waarborgen, de methoden voor afvalvermindering te verbeteren en de naleving van de wetgeving te waarborgen.",http://data.europa.eu/esco/skill/75d8e5d9-bef3-418b-9011-01bff9f27207 | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f | http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94,leiding geven aan anderen | afval beheren | begeleiden van operationele werkzaamheden
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9433da85-70fa-4a25-8f96-71fa59dd1989,biologie,released,knowledge,cross-sector,,"Weefsels, cellen en functies van planten en dierlijke organismen en hun onderlinge afhankelijkheden en interacties met elkaar en de omgeving.",http://data.europa.eu/esco/isced-f/0511,biologie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9438b0dc-062a-4893-b176-959706e4ae1e,milieuvriendelijke materialen gebruiken,released,skill/competence,cross-sector,,Ecologische materiaal gebruiken zoals afwerkingsmaterialen op waterbasis of formaldehydevrije kleefmiddelen.,http://data.europa.eu/esco/skill/2aaad52d-599e-4e77-a681-bbc236825821 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6 | http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4,de milieueffecten van persoonlijk gedrag evalueren | naleven van wetten en normen op het gebied van milieubescherming | manieren vinden om de negatieve gevolgen van consumptie te verminderen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/944e06e8-7b12-4064-9e72-d80cd6d0cbba,aardwetenschappen,released,knowledge,cross-sector,,"De wetenschap die wordt gebruikt bij het bestuderen van de planeet aarde, waaronder geologie, meteorologie, oceanografie en astronomie. Het omvat ook de samenstelling van de aarde, de aardstructuren en processen.",http://data.europa.eu/esco/isced-f/0532,aardwetenschappen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/94747ff4-603d-47d4-9780-bf53be41e190,industriële uitrusting inspecteren,released,skill/competence,cross-sector,industriële machines inspecteren | industrieel materieel inspecteren,"Inspecteren van apparatuur die wordt gebruikt tijdens industriële activiteiten zoals machines voor de vervaardiging of voor de bouw, om ervoor te zorgen dat de apparatuur voldoet aan de wetgeving op het gebied van gezondheid, veiligheid en milieu.",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,houten en metalen onderdelen installeren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/95013213-ee67-493b-86d0-e383e0f72482,huishoudelijke verwarmingssystemen,released,knowledge,cross-sector,huiselijke verwarmingssystemen,"De moderne en traditionele verwarmingssystemen die worden gestookt met gas, hout, olie, biomassa, zonne-energie en andere hernieuwbare energiebronnen en hun energiebesparingsbeginselen.",http://data.europa.eu/esco/isced-f/0713,elektriciteit en energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9582094d-e08c-4df2-a6f1-7c321724f273,natuurlijke voedselbronnen,released,knowledge,occupation-specific,,"De locatie, de kwaliteiten en de preparaten van veilige, eetbare en drinkbare natuurlijke producten, zoals fruit, planten, vlees en vers of gerecycleerd water.",http://data.europa.eu/esco/isced-f/0721,levensmiddelenverwerking
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/96835f47-da71-415b-8cbf-d37386dc98d4,milieu-inspecties uitvoeren,released,skill/competence,cross-sector,milieuonderzoeken uitvoeren,Onderzoeken uitvoeren om informatie te verzamelen voor de analyse en het beheer van milieurisico’s binnen een organisatie of in een bredere context.,http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,wetenschappelijk of marktonderzoek uitvoeren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/96d901a6-c931-4e8d-b685-a47e1deaaa1b,energiebehoeften vaststellen,released,skill/competence,sector-specific,energiebehoeftes vaststellen | energiebehoeften herkennen | energiebehoeftes herkennen,"De aard en hoeveelheid van de benodigde energie in een gebouw of een faciliteit vaststellen om de meest voordelige, duurzame en kosteneffectieve energiediensten voor een consument te bieden.",http://data.europa.eu/esco/skill/b917784a-d7c9-437c-be6e-0de41067fa62,schatten van benodigde middelen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97902800-f9e0-4a73-8826-6cc42f874a18,groene logistiek,released,knowledge,cross-sector,milieuvriendelijke logistiek,"Op de hoogte zijn van groene logistiek, waar aanzienlijke inspanningen worden geleverd om de ecologische impact van logistieke activiteiten tot een minimum te beperken.",http://data.europa.eu/esco/skill/e843973c-23dd-416a-8a9c-9e89512542fb | http://data.europa.eu/esco/isced-f/0413,logistiek | management en bestuur
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97b473ae-8535-498d-9999-cc77549c5e50,gepaste bronnen voor warmtepompen identificeren,released,skill/competence,sector-specific,,"De beschikbare warmte- en energiebronnen nagaan en daarbij een keuze maken uit verschillende soorten beschikbare warmtebronnen, rekening houdend met de invloed die de temperatuur van de bron heeft op het energierendement.
	",http://data.europa.eu/esco/skill/6ee936b0-4e0c-4e04-97c7-1f4ee9230d67,ontwikkelen van doelen en strategieën
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/982ccb23-102c-4d7a-a899-4df50a032def,geconcentreerde zonne-energiesystemen installeren,released,skill/competence,occupation-specific,,"Installeren van systemen waarbij gebruik wordt gemaakt van reflecterende materialen, zoals lenzen en spiegels, en systemen voor het volgen van de zon om het zonlicht te concentreren in een lichtbundel, die een elektrische centrale door middel van zijn warmteopwekking voedt.",http://data.europa.eu/esco/skill/b85caa4a-f04b-4331-80df-11404fd71225,"installeren van verwarmings-, ventilatie- en airconditioningsapparatuur"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/988f696e-01c9-4aa5-b024-4aa96505ee0c,waterverwarmingsapparatuur gebruiken,released,skill/competence,sector-specific,,"Waterverwarmingsapparatuur gebruiken, zoals elektrische apparatuur, warmtewisselaars, warmtepompen en zonne-energie-installaties.",http://data.europa.eu/esco/skill/8bf9699c-f964-4e4b-ac3d-55aface09cbc,bedienen van apparatuur voor energieproductie en -distributie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/995f7d9c-45c9-4622-b704-739982ff9070,waterscheidingsontwikkeling,released,knowledge,sector-specific,,"De bestudering van de relevante kenmerken van een waterscheiding die gericht is op de duurzame verdeling van zijn bronnen en het proces van de opstelling en uitvoering van plannen, programma’s en projecten om de functies van de waterscheiding die van invloed zijn op de plantaardige, de dierlijke en de menselijke gemeenschap in stand te houden en uit te breiden, binnen de grenzen van een waterscheiding.",http://data.europa.eu/esco/isced-f/0732,bouw en weg- en waterbouw
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a354775-1a03-4258-a357-be4ab0a07465,groendaken bouwen,released,skill/competence,sector-specific,groendaken aanleggen | groene daken aanleggen | groendaken leggen | groene daken bouwen | groene daken leggen,"Het tot stand brengen van begroeiing op daken, rekening houdend met water en drainage, filters en bodem. Geschikte grassen planten en eventueel struiken en bomen. Zorgen voor het groene dak met betrekking tot de regelgeving op het gebied van gezondheid en veiligheid.",http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,ontwerpen van structuren en faciliteiten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9b04cd15-b9c4-442d-9bbb-32e1b2058dca,offshorebouwwerken en -installaties,released,knowledge,sector-specific,,"Constructies en faciliteiten geïnstalleerd in een mariene omgeving, meestal voor de productie en transmissie van elektriciteit, olie, gas en andere hulpbronnen.
	",http://data.europa.eu/esco/isced-f/0732,bouw en weg- en waterbouw
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9b242812-7d88-4219-bac7-1195ecc4db51,recirculatiesystemen,released,knowledge,sector-specific,,"De kenmerken en werking van de complexe circulatie-, beluchtings- en biofiltersystemen.",http://data.europa.eu/esco/isced-f/0732,bouw en weg- en waterbouw
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9b5aa426-7daa-4143-8d70-c3623e8c7e60,raam- en beglazingssystemen ontwerpen,released,skill/competence,sector-specific,,"Raam-/beglazingssysteem ontwerpen voor optimaal comfort en energieprestaties. Een optimaal zonweringssysteem en de bijbehorende besturingsstrategie evalueren en ontwerpen.
	",http://data.europa.eu/esco/skill/883eab8c-d8a6-4e8b-9b11-7d9001e172ab,ontwerpen van systemen en producten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9be02d2d-9d45-400b-aa05-1e9aee7bd815,kleinschalige windenergieopwekking,released,knowledge,sector-specific,,"Kleinschalige of miniwindturbines voor elektriciteitsopwekking ter plaatse (op daken enz.) en hun bijdrage aan de energieprestaties.
	",http://data.europa.eu/esco/isced-f/0713 | http://data.europa.eu/esco/skill/f8413360-6114-40de-a276-c59b764b9913,elektriciteit en energie | technologieën voor hernieuwbare energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9c07b3e2-b919-4594-b6f2-e01df6e9390f,microklimaten in gebouwen ontwerpen,released,skill/competence,sector-specific,,"Klimatologische en lokale omstandigheden ter plaatse bespreken en evalueren voor de toepassing van optimale passieve strategieën (micro- en macroklimaat). Verschillende ontwerpstrategieën combineren, waaronder de belangrijkste passieve ontwerpstrategieën, en hun prestaties evalueren als een energieconcept voor het gehele gebouw.
	",http://data.europa.eu/esco/skill/883eab8c-d8a6-4e8b-9b11-7d9001e172ab,ontwerpen van systemen en producten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ccb56ee-3d5f-4d48-8692-8f96fe1e4adb,absorptiekoelsysteem door zonne-energie,released,knowledge,sector-specific,,"Absorptiekoeling door zonne-energie is een door warmte geactiveerd koelsysteem op basis van een oplossingsabsorptieproces. Deze methode draagt ​​bij aan de energieprestaties.
	",http://data.europa.eu/esco/isced-f/0713,elektriciteit en energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9cf2856d-0375-4ec3-a51f-7f9c82119859,zonne-energiesystemen onderhouden,released,skill/competence,cross-sector,,"Testen van de prestaties van de zonnepanelen, de meetapparatuur aflezen om de elektriciteitsmeters te controleren, om storingen te identificeren en te verhelpen en de panelen indien nodig te reinigen.",http://data.europa.eu/esco/skill/ab75d510-ac75-482d-b671-bb3bad741f07 | http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"werkgerelateerde metingen uitvoeren | onderhouden van elektrische, elektronische en precisieapparatuur"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9d04490c-cea5-4765-a15e-99c46b543c1d,zendingen van recyclebaar materiaal coördineren,released,skill/competence,cross-sector,zendingen van recycleerbaar materiaal coördineren | zendingen van herbruikbaar materiaal coördineren,Zendingen van recyclebaar materiaal coördineren en er toezicht op houden. Communiceren met verwerkende bedrijven en rederijen.,http://data.europa.eu/esco/skill/40f27736-0d98-4446-8234-11646e4f4bc3 | http://data.europa.eu/esco/skill/cfd5ab8f-ef8a-4877-8243-ddf17ac74604,toezicht houden op de logistiek van eindproducten | evenementen en programma’s plannen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9d3490b2-a0e6-415b-81a4-a3a4a63268b0,planten gezond houden,released,skill/competence,sector-specific,,Beheren en ondersteunen van de algehele gezondheid van planten. Uitoefenen van duurzame tuinierstechnieken en geïntegreerde plaagbestrijding in tuinen zowel binnen als buiten.,http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,bebouwen van land en telen van gewassen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9d75efb9-0c77-4f86-b5e7-99100808564a,ongediertebestrijding bij planten,released,knowledge,cross-sector,,"Soorten en kenmerken van ongedierte bij planten en gewassen. Verschillende soorten ongediertebestrijdingsmethodes, activiteiten waarbij gebruik wordt gemaakt van conventionele of biologische methoden, rekening houdend met het type plant of gewas, omgevings- en klimaatomstandigheden en gezondheids- en veiligheidsvoorschriften. Opslag en behandeling van producten.",http://data.europa.eu/esco/isced-f/0811,landbouw en veeteelt
